bank_id,systemic_risk_label,log_systemic_risk_label
0,77,4.356708826689592
1,23,3.1780538303479458
2,24,3.2188758248682006
3,29,3.4011973816621555
4,48,3.8918202981106265
5,76,4.343805421853684
6,40,3.713572066704308
7,32,3.4965075614664802
8,42,3.7612001156935624
9,11,2.4849066497880004
10,4,1.6094379124341003
11,4,1.6094379124341003
12,1,0.6931471805599453
13,21,3.091042453358316
14,3,1.3862943611198906
15,1,0.6931471805599453
16,2,1.0986122886681098
17,49,3.912023005428146
18,2,1.0986122886681098
19,2,1.0986122886681098
20,1,0.6931471805599453
21,2,1.0986122886681098
22,1,0.6931471805599453
23,11,2.4849066497880004
24,27,3.332204510175204
25,6,1.9459101490553132
26,11,2.4849066497880004
27,10,2.3978952727983707
28,12,2.5649493574615367
29,1,0.6931471805599453
30,10,2.3978952727983707
31,5,1.791759469228055
32,9,2.302585092994046
33,5,1.791759469228055
34,4,1.6094379124341003
35,26,3.295836866004329
36,5,1.791759469228055
37,1,0.6931471805599453
38,10,2.3978952727983707
39,6,1.9459101490553132
40,1,0.6931471805599453
41,1,0.6931471805599453
42,1,0.6931471805599453
43,1,0.6931471805599453
44,5,1.791759469228055
45,1,0.6931471805599453
46,13,2.6390573296152584
47,2,1.0986122886681098
48,1,0.6931471805599453
49,1,0.6931471805599453
50,1,0.6931471805599453
51,2,1.0986122886681098
52,1,0.6931471805599453
53,2,1.0986122886681098
54,2,1.0986122886681098
55,7,2.0794415416798357
56,3,1.3862943611198906
57,1,0.6931471805599453
58,1,0.6931471805599453
59,4,1.6094379124341003
60,2,1.0986122886681098
61,2,1.0986122886681098
62,1,0.6931471805599453
63,6,1.9459101490553132
64,3,1.3862943611198906
65,1,0.6931471805599453
66,2,1.0986122886681098
67,5,1.791759469228055
68,1,0.6931471805599453
69,8,2.1972245773362196
70,15,2.772588722239781
71,2,1.0986122886681098
72,3,1.3862943611198906
73,8,2.1972245773362196
74,1,0.6931471805599453
75,1,0.6931471805599453
76,1,0.6931471805599453
77,1,0.6931471805599453
78,1,0.6931471805599453
79,1,0.6931471805599453
80,3,1.3862943611198906
81,1,0.6931471805599453
82,1,0.6931471805599453
83,1,0.6931471805599453
